Genes	N5CA1	N5CA2	N5CA3	N5CA4	V1	V2	V3	V4	N5FL1	N5FL2	N5FL3	N5FL4
Mt-Cyb	19967.5	16068.2	18083.5	19573.1	27162.3	18373.4	9788.03	9866.72	30289.4	22174.6	23470.1	24541.6
Mt1	19634.1	6097.13	15358.1	13420.5	19254.5	16088	9528	24120.2	12881.2	10064.5	17200	6987.62
Mt2	20361.4	1967.02	11635.1	13106.8	17775.1	17007.8	8233.89	16710.7	18125.9	16019.3	20560.1	6688.6
Mta1	90037.9	96559.1	97102.4	94129.5	70245.1	69732.4	73458.7	67334.7	87107.4	86888.8	86752.1	87591.2
Mta2	153190	164991	165474	155824	138306	148052	147134	140115	140932	138146	137867	147616
Mta3	44972.9	42131.2	46228.4	46551.9	43259.8	45198.4	42424.2	46735.8	23885.4	30069	32008.3	37372
Mtap	1.19E+06	1.21E+06	1.30E+06	1.25E+06	1.10E+06	1.33E+06	1.33E+06	1.36E+06	1.18E+06	1.24E+06	1.14E+06	1.21E+06
Mtarc2	56065.1	48593.1	45270.1	46059.1	40623.3	35803.1	40754.6	39111.7	45992.3	50449.6	55745.7	55963.4
Mtatp8	298883	304204	239502	226787	266886	225776	260972	246608	163796	179235	211677	260914
Mtch1	141618	110895	110588	97308.3	96547.1	88840	78005	76554.6	88820.4	99312.7	98013.4	109603
Mtch2	174573	137956	149532	151578	169347	131723	128280	114015	165176	137007	180733	160791
Mtco1	36280.8	36401.8	27294.5	24598.5	66642.5	32351.2	27527.6	27137.7	52266.4	44862.9	52360.4	46527.7
Mtco2	897899	722578	705901	559193	1.08E+06	730056	688517	572414	629787	700181	866807	842040
Mtdh	79010.1	74645.9	67095.4	69526.3	54482.9	62281.2	56302.4	53206.6	62353.1	64188	68963	81249.2
Mterf3	14095.6	15138.9	10474.9	18826	8456.86	19640.9	5526.05	15603.7	9132.99	13032.5	10852.7	8390.93
Mtf2	20150.8	24245	19110.7	23207.2	9114.62	12065.2	16738.9	11900.7	9507.72	11327.6	10482.9	14383.5
Mtfmt	5212.34	6907.22	9839.17	9074.87	9358.6	11696.4	11158.9	13299.7	6358.65	9093.46	6496.66	11669.4
Mtfp1	13292.1	16094.1	14370.4	14945.5	20985.1	18827.8	20029.5	16651.7	16055.1	19370	15030.6	19803.3
Mtfr1		12064.3	8125.39	15441.9	8642.68	10250.7	19624.9	16773.2	9072.51	11851.3	8511.3	13505
Mtfr1l	33348.9	43766.5	43848.7	37400.2	30247.3	37553.3	39704.8	39584.8	46627.2	46608	41735.8	50788.3
Mtg1	23573.6	19829.2	26616.6	25917.2	22437	26472.4	25136.3	25505.7	26186.4	30680.5	28823.9	26464.1
Mtg2	6602.62	7517.05	9048.13	7084.05	6777.74	7025.04	5811.22	4406.02	4311.91	7933.74	5507.2	4796.31
Mthfd1	374261	367413	386997	400663	442168	449852	435894	437636	400121	408489	408672	398011
Mthfd1;Mthfd1l	100268	162488	79262.5	61092.1	153863	62570.2	143640	170417	64518.6	140574	175843	78430.1
Mthfd1l	1.32E+06	1.23E+06	1.38E+06	1.41E+06	1.55E+06	1.46E+06	1.32E+06	1.29E+06	1.38E+06	1.46E+06	1.41E+06	1.46E+06
Mthfd2	422826	504863	494846	436913	444919	612879	609252	593840	374999	382058	371745	426261
Mthfr	20014.9	17882.3	16651.9	18493.4	16325.6	15215.4	13065.4	12222.4	14904	17884.1	15736.7	22493.1
Mthfsd	13077.2	14358.9	12105.5	13679.4	10955.2	13935.4	10396.4	16872.2			7737.8	12749.3
Mthfsl	11008.8	9770.68	9666.54	6922.27	12358.2	14276	16363.9	17644.8	10331.8	10299.3	5934.14	15374.2
Mtif2	23618.8	25276.8	24659.2	25106.9	35200.8	40215.5	32097.8	32159.3	41802.6	43408.2	41718	46111.8
Mtif3	33648.9	38865	45465.1	40366.6	37207	51032.9	63302.6	55316.6	52399.1	51717.5	48529.4	53149.7
Mtm1	4826.66	4132.63	3526.78	4047.51	6237.48	6047.74	5956.91	7693.05	5583.78	7188.06	7296.33	8364.03
Mtmr1	10091.8	8898.06	6735.04	9922.86	9502.59	7839.83	4769.8	6123.73	14537.4	12331	12645.3	10504.5
Mtmr10	30523.8	31812.9	26159.2	25323.6	41639.2	36703.2	33341.7	42171.3	26146.8	29896.5	24776	30478.4
Mtmr12	21355.4	33318.4	15987.6	21162	10958.6	20493.3	18809.7	22486.7	8784	13709.1	14205.5	18923.5
Mtmr14	4705.21	3485.14	1896.22	4462.03	4926.08	3915.53	4995.67	4229.47	1959.11	4148.43	3607.19	2561.89
Mtmr2	56135.8	67127.7	60718.8	61548.2	75888.5	67795.2	57003.5	65021.5	58675.7	51998.8	56513.5	52473
Mtmr3	21908.2	21841.9	18303.6	21560.7	23323	25630.7	23809	22813.6	17244.6	18433	17717.3	19488.3
Mtmr4	33501.3	37715.3	35047.6	33303.8	41171.1	46760	32977.9	28760.5	22728	29452.8	22329.3	26882.4
Mtmr6	8344.02	6135.73	6380.84	8711.72	8435.65	8947.32	4516.16	6617.77	5266.48	4018.88	5914.24	8293.65
Mtnd1	13696.5	8537.95	8845	6311.46	10528.4	10115.2	6898.11	6083.57	5397.23	13342.3	12473.6	14161.6
Mtnd4	20670.9	17173.4	17250.5	13621.7	11519.1	19402.9	17171.2	10933	20386	18236.8	26688.5	26778.1
Mtnd5	22237	15462.5	18103.1	15605.9	16965.6	19370.1	15369.1	13882.3	20270	19506.8	26862.7	23216.7
Mto1	12986.7	15819.6	12103.4	10842.9	12126.5	10579.6	14121.7	8021.72	12881.1	13814.2	14417.2	18819.3
Mtor	41751.2	33298.6	32668.7	34171.8	33843.5	29151.7	32004.3	28067.7	32678.1	37248.5	39345	42083.3
Mtpap		9555.98		7334.61		11325.2			13997.5	12417.6		4723.23
Mtpn	195694	205418	232809	210656	303588	256861	182546	217817	227464	230485	220333	189531
Mtr	16943.5	15856.8	15235.9	15967.9	12626.9	14330.4	15536	14815.1	10584.5	12542.3	14339	15205.4
Mtres1	25504.9	27462.4	29792.4	14035.7	6130.72	23708.3	33473.4	9127.4	9278.28	10421.3	13647.9	24449
Mtrex	245409	233474	239678	254697	240297	230550	188964	203791	210853	227890	226833	213607
Mtrf1	10879.7	6522.75	9613.69	6660.43	7043.35	10946.5	12012.2	11739.6	5738.94	9985.67	10201	12440.1
Mtrf1l	71331	78568.8	88927	84356.7	70238.4	89831.4	91649.9	89967.4	59632	66616.3	62213.7	71957.8
Mtrfr	7190.21	10793.6	6735.36	11522.1	15628.2	15023		9289.94	14480.1	14759.9	15351.5	12760.3
Mtrr	14684.8	13690.9	13318.5	12374.9	9865.5	15290.9	19294.1	17374.1	18559.6	18601.4	23834.6	19533.3
Mtss1			1011.51	2690.26		2302.08	4592.66	4337				
Mttp	7552.42	12230.6	8415.79	11354.5	11340.3	11819.2	12629.7	6710.86	19506.6	18061	16779.4	19303.5
Mtx1	85042.8	66244.9	82149	81432.6	90743.8	93007.7	86826.7	81439.8	87715.4	91535.9	102023	99482.2
Mtx2	170006	117548	157953	182537	147733	159629	131548	132786	157521	170439	177473	158613
Mug1	74337.6	50364.3	56317.6	79529.4	52204.9	42625.2	37836.8	48793	83831.8	84923.6	85956.9	95455.4
Mvb12a	110741	134261	144294	122111	100508	139616	158755	156108	109221	103202	110865	114087
Mvb12b	12046.4	15952.3	12533	14493.7	9141.49	13265.8	11325.6	14485.5	10825.7	10673.3	9155.33	11057.2
Mvd	73728.3	90332.5	86622.2	87455.3	130012	141564	142439	138409	75932.6	77389.1	78426.5	85487.9
Mvk	12172.6	10001.7	15404.5	13981.3	27892.3	29279.1	27547.3	28737.7	15315.4	10577.2	11949.7	16805.6
Mvp	56192.2	58239.7	61590.4	59548.4	70636.4	68839.9	61562.6	72011.6	91170.4	91916.9	86150	82306.1
Mxd3	1383.94			1485.47	1693.66	1285.4		669.034		375.192		
Mxra7	4718.02	6198.41	6414.37	5210.3	5122.1	4401.36		3766.76	10386.8	6252.22	7190.53	5684.62
Mxra8	12544.3	21166.2	17695.5	16023.9	31941.8	27308.6	26073.4	32305.4	21145.4	19846.8	17310.8	21740.3
Myadm	110674	73082.1	80033.4	76861	62440	65298	50506	48199.7	63415.4	70609.7	73205	71306.6
Mybbp1a	258573	211540	217713	225102	187936	163312	144004	158287	296151	292939	304448	303673
Mybl1	21947	21678.6	25392.2	25705.7	3517.97	28935.4	31309.8	20184.7	19563	14984.1	15188.3	28188.1
Mycbp	39894.4	45427.8	38878.7	45127.6	59150.3	67629.5	59705.1	51552.4	50046	54121.8	47616.7	54968.5
Mycbp2	17054.8	16768.8	13519.3	13659.6	13555.1	12903.5	14752	11947.7	10423.2	12042.6	11949.9	15594.8
Myd88	16569.9	27759.8	18107.4	22615.8	34868.8	45495.8	38128.9	45030.5	40927.4	43340.4	48492.5	48076.6
Mydgf	358084	408228	446514	410132	212938	221652	221282	234736	339890	372543	332781	374077
Myef2	672737	698534	733282	681983	559510	634674	638003	693302	578006	524579	508240	541142
Myg1	558916	571574	556101	596643	456733	507404	519278	545021	496794	493541	481835	534450
Myh10	15687.6	11701.4	19056.9	17136.5	18136.4	19474.8	11244.3	10704.4	17258.5	21845.8	21906.8	16807.6
Myh14	51292.5	79750.5	66186.2	84136.9	212241	258780	237007	247416	134465	138021	135855	189378
Myh1;Myh3;Myh9	147111	120573	112090	91386.5	87631.5	96818.5	82141.1	122728	112927	108350	134900	127818
Myh9	832663	813490	855844	803617	666602	812788	706002	687552	811980	855483	872228	978824
Myl12a	56871.4	62004.6	71347.6	70458.8	68699.9	62140.7	43458.6	42396.9	110962	107227	111040	77402
Myl12b	725015	784348	867382	811691	638172	980644	720965	915635	821862	917433	947980	981678
Myl12b;Myl9	186859	238015	243897	293302	570325	318065	127638	184873	747022	597783	527602	297498
Myl1;Myl3	286472	352419	331920	304151	299143	394407	315868	342668	272810	283062	274287	334936
Myl6	623359	722822	726968	671646	720419	797022	707861	772300	743441	726712	711295	722229
Myl6b	549887	696777	708377	630987	876076	1.07E+06	1.17E+06	1.04E+06	960050	1.06E+06	989813	1.15E+06
Mylk	44354.3	57547.3	50349	47862.2	43602.3	60587.9	56281.3	46301	53603.9	56214.7	54403.7	50304.9
Mylk2;Mylk3;Mylk4	295042	290818	275111	258903	234994	234793	282032	270299	276414	289560	271679	309778
Myo10	20579.1	19398.1	18117.2	19745.5	17679.2	17464.5	19126	17065.3	15991.3	17443.2	19725.6	21282.8
Myo18a	49971.7	52254.9	49132.9	43345.3	45992.4	47706.8	44692	45181.3	44063.7	51680.2	52265	60804.3
Myo19	16517.8	13786.2	12704	13566.7	14288.9	16035.8	13166.5	5872.06	18999.1	21587.7	22357.1	32288.7
Myo1a;Myo1b	71868.3	46043.8	47308.9	63939.8	59823.2	45336.8	45380.3	40205.6	34486	45725.4	46124.5	47563.5
Myo1b	50328.1	46713.2	45687.9	46369	35344	36640.2	33652.6	32624.3	30825.6	32731.8	36654	36891.6
Myo1c	191153	163146	162502	177791	216982	207884	195271	177220	253335	255499	272480	285718
Myo1e	21831.1	24945.5	22033.9	22589.2	26913.1	24558.3	22305.9	22353.9	25644.5	21841	24141	26288.3
Myo1h	133185		172510		174213	153326	172790	190740	211902	183070	110388	291684
Myo3b	48583.6	47484	45602	47326.3	43110.1	33080.7	28091.5	23634.4	42079.7	39370.4	47575.5	40954.2
Myo5a	107003	95289	94787.4	84905.8	154391	142587	133338	136831	63697.2	63633.6	65849.1	75575.6
Myo5b	25386.5	21801.1	21898.9	21238.6		25364.8	23316.9	20352.2	29282.4	29685.3	29357.5	27685
Myo6	39359.7	36912	35886.2	38022.3	57567.2	54089.3	49345.2	54455	34931.5	36792.2	33995.3	41212.1
Myo7a	150701	131868	134839	129383	217151	199689	180660	173470	10933.7	9988.52	12395.1	15486.4
Myo7a;Myo7b	31047.1	19495.3	25169.9	25829.9	70199.2	28222.1	13284.7	27014.7				
Myo9a	72724	50629.1	90356.9	98137.2	17412		39231.9			129023	192817	98816.2
Myo9b	25755.8	23081.9	25553.5	24908.1	22883.6	23297.4	20601.8	19392.4	22816	28648.3	28659.8	26532.5
Myof	63761.8	58668.5	56740.5	64716.9	56081.8	57012.5	54969.5	47278.1	98498.6	113027	118187	124231
Myom1	1694.1	3886.47	2253.89		4200.76	2724.45	5128.51	5237.81		3558.89	2397.04	1159.6
Myrip		20037.6	24885.6		27957.8	28392.8	23648	25849.9		23533.5	22522.1	26048.5
Myt1	469.562											
Mzt1	57160.6	54089.2	67570.9	75154.6	39664.9	49257.6	47790.6	58121.2	22599.6	28024.1	36909.2	35858.1
Mzt2	15702	18929.7	18273.4	17469.1	30264	21684.3	14577.3	14620.7	17890.4	15134.1	12250.1	12020.6
N4bp1	7302.81	8228.25	8978.36	9904.46	4847.88	8086.48	9133.17	10253.5	6502.15	6571.43	8210.75	4269.46
N4bp2l2	2942.83	2850.14	4075.12	3862.46	2096.58	1847.78			8377.53	4543.07	7130.42	2630.8
N6amt1	94889	112936	92358.7	90937.6	92826.3	86463.3	92040.5	107538	64935	78273.8	73274.9	92326.3
NARS1	787950	727022	841717	844638	823224	807439	599753	692891	1.23E+06	1.34E+06	1.38E+06	1.11E+06
Naa10	108210	112431	128801	123711	111310	126723	112637	126852	108616	132893	135659	131385
Naa10;Naa12	236160	281847	272931	263550	304369	347433	321576	325561	317335	298920	282361	308252
Naa12	40051.4	38814.9	36401.1	43147.1	55949	55478.5	65793.3	73318.9	60278.3	62895	60942.1	47744.1
Naa15	119487	102131	117596	117593	126122	121380	111623	116368	121469	127134	132486	126203
Naa16	83814.3	69604.3	80664.2	90077.7	94415.2	87637.6	93192.3	82206.7	108185	112463	108754	86075.5
Naa20	48515.2	47566.7	52586.6	56859.9	46503.4	48813.2	41490.4	43855.2	69133.6	67777	71634.3	61107.7
Naa25	126373	130331	135223	142575	113963	102624	91538.3	93183.4	182892	180714	188293	177226
Naa30	33013.8	31598	31849.7	36316.8	37547.8	33416.7	28946.7	29224.9	36519.7	41748.5	38578.6	41121
Naa35	65913.8	68339	60858	65998.5	67123.8	66936.8	61717.7	69580.8	61612.3	70715.5	69034.8	75892.9
Naa38	20642.3	21645.3	22912.1	17141	18615.5	24788.4	22530.8	31184.9	19929.9	13420.9	20836.1	20331.3
Naa40	50941.8	48633.7	45873.7	38235.4	37682.2	36752.5	46374.1	42973.5	23467.2	31858.9	32087.9	41280.2
Naa50	93830.2	93842.8	106932	100790	105022	118693	120275	108974	100756	102255	104416	100223
Naalad2	14288.6	14439.1	12930.4	11831.4	19815.8	21469.3	23266.9	22864.5			30182.6	2887.63
Nab1	19343.5	19174.9	21643.4	18887.5	20588.6	19865.2	16866.2	19774	19890.1	20718	19794.7	18687.8
Nab1;Nab2	68245.5	75624.9	73769.8	64028.5	34874.3	47566.8	46915.3	40823.8	91737.7	101717	90248.1	105130
Nab2	12077.4	14177.5	13555.8	12084.5	5240.77	8717.52	7119.57	5883.72	23674	29554.1	26659.3	32047.6
Nabp2	31572.7	37129.9	35305.5	33709.1	32488.7	34246.4	32607.9	28123.5	45608.9	36156.8	40421.8	29989.8
Naca	354586	432319	437050	480922	468694	469283	356948	322948	476127	474542	469578	445928
Nacc1	37119.9	37411.9	36677.6	35293.3	35173.6	31932.8	29716.6	34545.7	21215.5	26868.1	28178.5	28145.1
Nacc2	14869.5	13075.4	15138.3	13865.3	11624.3	16205	12339	11703.4	11552.1	9913.28	10227.1	11866.5
Nadk	25349.7	23530.6	23329.3	31386.6	24679.7	23841.6	19757.1	19550.7	26837.4	31746.1	39456.9	36256.5
Nadk2	26094.9	24682.1	26401.8	22478.2	20059	22428.4	23644.8	16916.9	20102.4	21319	19965.9	26922.8
Nae1	49447.7	41493	47237.1	51933.4	55069.3	56803.7	42175.2	44165.1	51731.8	57516.9	56119.6	51892.1
Naf1	26955	28129.8	29468.3	31590	22074.7	25473.7	18443.1	22143.5	34039.9	30759.7	29576.4	26437.2
Naga	29137.2	29280.2	28612.9	34603.2	38888.9	40586.8	42921.3	42439.4	55093.2	58531.2	59949	69494.7
Nagk	68419.9	67230.1	68265.5	76902.8	131662	143599	140549	148109	115143	122065	103754	110066
Naglu	182956	182166	185121	214377	160929	176748	157141	150734	178612	203073	181897	202520
Nagpa	50568.6	48329.1	42049.9	42865.6	42286.6	41863	41297.3	37015.7	24418.8	24131.1	26564.1	30253
Naip2	15957.4	18717.6	21275.4	27288.5	19664.5	24336.3	12236.9	20691.2	20908.2	13472.6	14627.4	8529.41
Nampt	226208	215455	243131	253989	239556	237201	238051	249140	203258	198548	201585	197483
Nanp	31412.7	32706.4	30694.5	33712.6	32347.4	33798.5	34876.7	30943.5	12571.6	26114.2	22931	27202.4
Nans	212418	226640	216852	204244	200247	258183	282931	279916	186425	207267	193124	228239
Nap1l1	878116	1.04E+06	1.03E+06	971696	914400	1.05E+06	930405	990829	733488	791670	715038	791534
Nap1l1;Nap1l4	544444	638522	548681	539284	328248	590703	569455	598198	473866	506112	517175	537225
Nap1l4	1.10E+06	1.28E+06	1.18E+06	1.16E+06	1.14E+06	1.38E+06	1.36E+06	1.33E+06	1.01E+06	1.04E+06	968726	1.28E+06
Napa	742534	646622	747821	784021	798087	809954	774823	836759	632892	619750	583419	613856
Napg	59956	74725.7	67511.9	57058.6	72781.9	93893.2	103668	98476.8	53001.7	56693.6	54146.3	60120.9
Nars2	12359.5	12528.3	16139.6	14602.2	10320.4	9874.62	8889.22	12505.9	17370.5	14707.6	13257.9	13950.3
Nasp	312439	318454	335783	322705	176141	267347	262942	287049	168849	181400	164183	179036
Nat10	87165.3	79294.9	80887.3	82642.4	75729.4	75267	68829.8	61571.6	68358.1	84318.6	87666.8	109200
Nat2	39980.6	38151.3	36116	39515.1	47218.1	41851.7	53381.6	43351.5	34786.2	35825.3	40126.8	47086.6
Nat9	12302.1	14548.3	18245.7	17608.6	29185.9	41065.6	43024.9	43971.6	18068.6	20801.3	22804.3	22715.6
Natd1	34865.9	36887	29906.1	28332.7	36267.8	37631.4	44981.7	35732	19461.6	18403.3	16762.3	23199.7
Nav1	28561	34269.5	27447.4	28043.9	24067.4	25026	24824.2	21098.6	21562.6	23916.2	22814.5	26416.9
Nav3								1955.9	4685.14	5292.33	2693.01	5758.84
Naxd	105061	100074	107455	102530	99955.9	122844	126911	137849	104550	116818	99990.8	110882
Naxe	114940	104188	110236	105087	161852	174695	157335	192201	145469	130898	130580	132296
Nbas	37810	31467.5	31337.9	32628.5	35973.5	32109.5	29343.8	31310.6	30956.4	34744.8	38406.7	39146.1
Nbea	43715.6	38565.7	37414.5	36113.6	47195.4	44637.4	50797.2	53358.3	42028.3	46948.2	51464.9	54477.7
Nbeal1	6024.84	7363.26	6027.15	2769.62	7515.05	7986.14	8675.26	8527.98	4638.15	6082.1	4293.37	7297.66
Nbeal2	4554.44	3808.16	2416.37	2773.72	2432.26	6427.03	5487.12	4592.17	4883.38	3996.77	5697.03	5508.12
Nbn	45610.6	48157.6	45193.3	46970.8	35273.2	39805.3	38183.9	38819.8	33698.8	36015.6	33136.4	37606.2
Nbr1	32588	34449.8	39625.7	34338.8	80701.6	83528.4	73003.3	84934	24132.3	19989.1	22084.3	25582.8
Ncald	102894	120761	121781	114306	148641	131723	97533.1	107569	80392.6	76846.6	77858.2	66321.6
Ncam1	28187	28876.3	28323.3	24885.6	29358	34063.5	31548.3	26329.5	9658.6	11306.7	11389.8	14991.5
Ncapd2	62667.2	60940.4	60631	62825.2	75740.5	65298.2	54915.3	60277.7	37992.6	44160.3	44668.1	44875.5
Ncapd3	25193.2	22196.6	19767.5	26000.3	24033	19112.2	11604	13561.5	15713.4	14943	14175.1	13347.3
Ncapg	58522.3	55946.5	61629.5	68710.4	80450.6	76677.4	50249.3	57320.9	42951.8	45950.7	49559.4	43621.5
Ncapg2	20947.4	18061	23878	23208.2	18564.8	22664.8	14893.2	16223.9	17588.2	22858.3	21332	20743
Ncaph	84214	94835.2	96224.9	94112.8	92463	109089	108086	109687	44681.7	46224.4	50129.9	49244.5
Ncaph2	42020.9	40223.1	38877.6	36365.8	22801.8	32802.8	35137.1	38854.1	26476	23252.5	20706.9	32491.7
Ncbp1	78264.1	69329	72407.6	82917.3	84141.8	70126.7	45392.1	50221	97126.1	92219	98404.8	71011.7
Ncbp2	125986	105152	173792	162754	110073	140764	94191.4	101457	139311	147022	169897	122638
Ncbp2as2	2564.16	4183.41	5748.06	4647.26	7342.33	3364.96	4083.1	2827.04	3021.32	3645.5	5755.88	5766.7
Ncbp3	38104.7	45011.6	45467.6	45656.8	47529.3	51491.8	45150.3	50623.6	44506.7	38626.3	37694.1	40263.6
Ncdn	33290.2	28950.8	30841.9	26526	32101.9	27567.7	22419.9	29314	35821.7	39090.4	32711.6	37352.2
Nceh1	65530.6	57111.6	55108.3	50287	72336.2	68909.5	67560.2	54134.4	35025	40296.7	46729.7	53983
Ncf2	30428.9	37620	29426.6		40394.3	48648.4	42476.7	40545.7	36377.2	38216	35435.9	38364.4
Nck1	63429.9	70116.6	68832.8	71135.1	83107.4	88351.1	78782.4	87261.6	75144.4	72405.7	70782.9	75065.4
Nck2	67789.7	62271.8	64109.6	68927.4	62946.7	72772	57617.4	56558.6	56806.3	57342.8	54092	53336.5
Nckap1	99358.1	92583.3	95216.1	100963	111979	91210.9	84416.7	83745.5	77890.9	79483.4	80601.2	74942.5
Nckap1;Nckap1l	171290	150434	157519	164010	92448.3	140615	115134	156104	172054	148627	145204	110912
Nckap5l	27317.7	24820.7	24337.7	26295.7	41719.7	41507.7	43018.6	42838.2	14885.7	16718.8	15895.2	15498.4
Nckipsd	15859	17916.9	19034.2	18459.5	18187.1	17251.8	15971.3	15928	21072.4	23625.1	25125	27597.6
Ncl	1.45E+06	1.63E+06	1.72E+06	1.76E+06	1.28E+06	1.48E+06	1.40E+06	1.30E+06	1.92E+06	1.90E+06	1.84E+06	1.76E+06
Ncln	58949.5	53902.3	55701.4	51446.5	51109.4	48203.4	45951.2	40088	62367.6	55004.8	71617.5	65561.3
Ncoa1	2504.44		1427.85	2109.19						1086.99	1708.89	
Ncoa2	13508.8	15573.1	13656.6	12110.3	7708.57	14546.7	9580.6	7382.32	12888.1	10074	13077.2	11795.4
Ncoa3	5043.46	7873.91	5833.86	6097.09	4583.69	9369.93	6898.66	6870.27	2876.13	6331.19	3281.2	6894.43
Ncoa4	39397.9	42865.9	43473.2	36221.2	89019.4	103499	102103	101737	9524.58	24091.1	8970.6	10337.6
Ncoa5	100902	107561	110258	115162	96416.5	102071	94795.5	102540	102913	92690.1	94360.3	94990.1
Ncoa6	10106.5	9433.26	9668.49	7348.58	10621.3	8777.66	9962.79	9221.19	2645.34	7951.07	6780.15	7014.74
Ncoa7	7026.1	5410.1	6314.78	3310.59	7781.34	6320.26	6702.87	6719.58		5155.08		
Ncor1	45776.1	53007.9	43197	45027.5	31646.4	42189.7	42431.9	44737	30846.3	33323	34044.5	40369.4
Ncor1;Ncor2	18807.8	16717.4	22331.4	20204.3	15974.8	22363.9	24804.8	23091.2	17582	14404.6	13864	24899
Ncor2	40473.3	37930.3	36582.4	33533.5	25035.1	30923.6	34826.8	29247.4	26097.7	32646	30806.5	36663.2
Ncstn	164016	157904	169410	155574	185810	177623	141154	141499	129635	119588	117392	103284
Ndc1	46400.8	39887	37591.5	34875.2	33932.3	34963.6	38364	31602.2	25733.6	28561.1	31689.4	39628
Ndc80	36487.7	37837.4	39178.9	39192.8	34594.9	40542.2	40602.6	44772.2	33545.3	42268.5	35727.7	38094
Nde1	20727.2	20730.6	23596.7	25217.6	25360	28829.7	28470.4	27792.6	20962.1	20719.3	18605.8	22839.4
Nde1;Ndel1	143916	179474	151394	143331	185395	179880	208468	205522	137226	129065	116212	143948
Ndel1	12096.1	12701.8	11222.7	15160.4	12399.6	13057.4	11212.9	12152.1	11283.5	12206.8	11016.8	11948.6
Ndfip1	8243.15	7778.13	6302.5		23987.2	17301.7	16365.8	16206.4			12677.8	
Ndfip2	7054.47		7872.5		18319.5	13675.2	10175.9	9588.08				
Ndor1	11433	9130.93	6457.58	13341.8	3154.09	6759.32	6947.91	6285.69	6058.84	8146.83	7339.48	11389.9
Ndrg1	46680.9	52404.1	48615.2	57923.1	79206.5	92318.6	97825	93796.3	40040.5	34603	34741.8	37171.3
Ndrg1;Ndrg3	151100		188156			159508		129523		212037		
Ndrg3	68618.8	59864.9	67603.8	61635.4	54183.6	64302.4	56518.1	52401.6	52742	53437.4	55533.5	52277.6
Ndufa1	58192.2	57197.3	53116.3	52020	51412	44775.1	62237.2	44564.2	78677.4	71263.8	81240.8	67744.5
Ndufa10	159159	162598	172051	159566	156829	152475	165851	150913	177478	187560	190053	185035
Ndufa11	8964.33	8904.45	9414.48	11570.9	14568.7	6444.78	8698.5	7103.17	17343.3	15664.4	13809.8	9082.55
Ndufa12	335883	330677	361033	316206	322104	330802	312347	285845	342764	434296	357806	415638
Ndufa13	415032	411462	348564	288689	345707	332677	361156	351350	299192	298582	353713	400816
Ndufa2	81608.9	95098.3	94188.2	72796.7	62880.5	79452.9	92344	87373.5	84694.7	92216.3	83472.3	96772.8
Ndufa4	495438	473292	546358	483547	642278	691957	632624	599916	532420	567022	520472	538359
Ndufa5	76963.4	74919.5	84769.1	68929.4	52013.3	67069.7	78118.4	74896.1	58921.8	73388.4	67994.6	74624.6
Ndufa6	26077.8	29269.3	31795.8	27675.9	25846	29717	28115.6	26576.7	31841.6	32415.8	27959.3	31179.4
Ndufa7	92196	105486	90196.9	81066.4	57296	79367.2	118624	118161	72620.4	92646.1	95744	121068
Ndufa8	145137	167529	178936	153096	172878	167362	126416	144153	180760	165534	179710	160483
Ndufa9	143000	122822	139275	126090	155885	140518	109458	108952	150704	157379	170165	160648
Ndufab1	42399.5	60175	70950.4	83870.4	165404	59826.4	21688.6	30379	158131	100868	94213.4	47098.7
Ndufaf1	55669.5	62077	63992.8	60900.9	67422.2	83159.7	67341.6	65647.6	72624.5	71712.7	71918.4	73406.9
Ndufaf2	47577.3	47823.4	42328.7	41392	45921.9	51787.4	42045.3	41964.6	38100	39758.8	43337.2	52542.5
Ndufaf3	88616.2	93824.5	82065.6	80046.6	70690.1	94322.4	97211.2	98539.1	62037.1	93911.1	79783.2	124308
